,STATION,LINENAME,DATE,ENTRIES
588,110 ST,6,2016-01-04,12187
589,110 ST,6,2016-01-05,12245
590,110 ST,6,2016-01-06,13265
591,110 ST,6,2016-01-07,12944
592,110 ST,6,2016-01-08,12216
593,EUCLID AV,AC,2016-01-02,13197
594,EUCLID AV,AC,2016-01-03,10440
595,EUCLID AV,AC,2016-01-04,9805
596,EUCLID AV,AC,2016-01-05,9541
597,EUCLID AV,AC,2016-01-06,9930
598,EUCLID AV,AC,2016-01-07,9944
599,EUCLID AV,AC,2016-01-08,11730
600,135 ST,BC,2016-01-02,2554
601,135 ST,BC,2016-01-03,2078
602,135 ST,BC,2016-01-04,5045
603,135 ST,BC,2016-01-05,5431
604,135 ST,BC,2016-01-06,5629
605,135 ST,BC,2016-01-07,5510
606,135 ST,BC,2016-01-08,5228
607,INWOOD-207 ST,A,2016-01-02,5471
608,INWOOD-207 ST,A,2016-01-03,4398
609,INWOOD-207 ST,A,2016-01-04,9091
610,INWOOD-207 ST,A,2016-01-05,9130
611,INWOOD-207 ST,A,2016-01-06,9466
612,INWOOD-207 ST,A,2016-01-07,9639
613,INWOOD-207 ST,A,2016-01-08,9210
614,CHAMBERS ST,JZ456,2016-01-02,3571
615,CHAMBERS ST,JZ456,2016-01-03,2497
616,CHAMBERS ST,JZ456,2016-01-04,11211
617,CHAMBERS ST,JZ456,2016-01-05,11586
618,CHAMBERS ST,JZ456,2016-01-06,12176
619,CHAMBERS ST,JZ456,2016-01-07,12053
620,CHAMBERS ST,JZ456,2016-01-08,10853
621,161/YANKEE STAD,BD4,2016-01-02,8317
622,161/YANKEE STAD,BD4,2016-01-03,6606
623,161/YANKEE STAD,BD4,2016-01-04,13211
624,161/YANKEE STAD,BD4,2016-01-05,12505
625,161/YANKEE STAD,BD4,2016-01-06,13154
626,161/YANKEE STAD,BD4,2016-01-07,13335
627,161/YANKEE STAD,BD4,2016-01-08,15088
628,CHURCH AV,BQ,2016-01-02,10284
629,CHURCH AV,BQ,2016-01-03,8198
630,CHURCH AV,BQ,2016-01-04,16848
631,CHURCH AV,BQ,2016-01-05,16536
632,CHURCH AV,BQ,2016-01-06,17450
633,CHURCH AV,BQ,2016-01-07,17512
634,CHURCH AV,BQ,2016-01-08,17714
635,66 ST-LINCOLN,1,2016-01-02,17524
636,66 ST-LINCOLN,1,2016-01-03,12360
637,66 ST-LINCOLN,1,2016-01-04,24429
638,66 ST-LINCOLN,1,2016-01-05,24945
639,66 ST-LINCOLN,1,2016-01-06,25960
640,66 ST-LINCOLN,1,2016-01-07,26132
641,66 ST-LINCOLN,1,2016-01-08,20711
642,PELHAM PKWY,25,2016-01-02,5698
643,PELHAM PKWY,25,2016-01-03,4419
644,PELHAM PKWY,25,2016-01-04,9618
645,PELHAM PKWY,25,2016-01-05,9157
646,PELHAM PKWY,25,2016-01-06,9836
647,PELHAM PKWY,25,2016-01-07,9786
648,PELHAM PKWY,25,2016-01-08,9305
649,KINGSTON AV,3,2016-01-02,3028
650,KINGSTON AV,3,2016-01-03,2958
651,KINGSTON AV,3,2016-01-04,5208
652,KINGSTON AV,3,2016-01-05,5060
653,KINGSTON AV,3,2016-01-06,5079
654,KINGSTON AV,3,2016-01-07,5107
655,KINGSTON AV,3,2016-01-08,5120
656,14TH STREET,1,2016-01-02,5376
657,14TH STREET,1,2016-01-03,3705
658,14TH STREET,1,2016-01-04,8363
659,14TH STREET,1,2016-01-05,8739
660,14TH STREET,1,2016-01-06,8897
661,14TH STREET,1,2016-01-07,9029
662,14TH STREET,1,2016-01-08,8471
663,125 ST,456,2016-01-02,13505
664,125 ST,456,2016-01-03,11337
665,125 ST,456,2016-01-04,23883
666,125 ST,456,2016-01-05,23847
667,125 ST,456,2016-01-06,25381
668,125 ST,456,2016-01-07,25394
669,125 ST,456,2016-01-08,28430
670,BAYCHESTER AV,5,2016-01-02,1571
671,BAYCHESTER AV,5,2016-01-03,1187
672,BAYCHESTER AV,5,2016-01-04,4292
673,BAYCHESTER AV,5,2016-01-05,4111
674,BAYCHESTER AV,5,2016-01-06,4482
675,BAYCHESTER AV,5,2016-01-07,4525
676,BAYCHESTER AV,5,2016-01-08,4430
677,JUNCTION BLVD,7,2016-01-02,17004
678,JUNCTION BLVD,7,2016-01-03,14765
679,JUNCTION BLVD,7,2016-01-04,20988
680,JUNCTION BLVD,7,2016-01-05,19807
681,JUNCTION BLVD,7,2016-01-06,21783
682,JUNCTION BLVD,7,2016-01-07,22148
683,JUNCTION BLVD,7,2016-01-08,22527
684,59 ST COLUMBUS,1ABCD,2016-01-02,7104
685,59 ST COLUMBUS,1ABCD,2016-01-03,5482
686,59 ST COLUMBUS,1ABCD,2016-01-04,10333
687,59 ST COLUMBUS,1ABCD,2016-01-05,12083
688,59 ST COLUMBUS,1ABCD,2016-01-06,12385
689,59 ST COLUMBUS,1ABCD,2016-01-07,12386
690,59 ST COLUMBUS,1ABCD,2016-01-08,11606
691,25 ST,R,2016-01-02,2177
692,25 ST,R,2016-01-03,1807
693,25 ST,R,2016-01-04,3573
694,25 ST,R,2016-01-05,3525
695,25 ST,R,2016-01-06,3688
696,25 ST,R,2016-01-07,3738
697,25 ST,R,2016-01-08,3847
698,UTICA AV,AC,2016-01-02,9888
699,UTICA AV,AC,2016-01-03,8360
700,UTICA AV,AC,2016-01-04,15238
701,UTICA AV,AC,2016-01-05,15124
702,UTICA AV,AC,2016-01-06,15916
703,UTICA AV,AC,2016-01-07,15987
704,UTICA AV,AC,2016-01-08,15219
705,V.CORTLANDT PK,1,2016-01-02,3787
706,V.CORTLANDT PK,1,2016-01-03,2847
707,V.CORTLANDT PK,1,2016-01-04,6651
708,V.CORTLANDT PK,1,2016-01-05,6485
709,V.CORTLANDT PK,1,2016-01-06,6866
710,V.CORTLANDT PK,1,2016-01-07,6853
711,V.CORTLANDT PK,1,2016-01-08,6820
712,MORGAN AV,L,2016-01-02,5840
713,MORGAN AV,L,2016-01-03,4531
714,MORGAN AV,L,2016-01-04,6681
715,MORGAN AV,L,2016-01-05,6829
716,MORGAN AV,L,2016-01-06,7270
717,MORGAN AV,L,2016-01-07,7301
718,MORGAN AV,L,2016-01-08,7834
719,CHURCH AV,FG,2016-01-02,5818
720,CHURCH AV,FG,2016-01-03,5167
721,CHURCH AV,FG,2016-01-04,10384
722,CHURCH AV,FG,2016-01-05,10394
723,CHURCH AV,FG,2016-01-06,10651
724,CHURCH AV,FG,2016-01-07,10722
725,CHURCH AV,FG,2016-01-08,10482
726,49 ST,NQR,2016-01-02,21129
727,49 ST,NQR,2016-01-03,14955
728,49 ST,NQR,2016-01-04,23700
729,49 ST,NQR,2016-01-05,23728
730,49 ST,NQR,2016-01-06,26332
731,49 ST,NQR,2016-01-07,26152
732,49 ST,NQR,2016-01-08,24743
733,23 ST,NR,2016-01-02,13102
734,23 ST,NR,2016-01-03,9680
735,23 ST,NR,2016-01-04,23666
736,23 ST,NR,2016-01-05,23329
737,23 ST,NR,2016-01-06,24656
738,23 ST,NR,2016-01-07,24673
739,23 ST,NR,2016-01-08,22752
740,YORK ST,F,2016-01-02,4743
741,YORK ST,F,2016-01-03,3739
742,YORK ST,F,2016-01-04,9023
743,YORK ST,F,2016-01-05,8988
744,YORK ST,F,2016-01-06,9456
745,YORK ST,F,2016-01-07,9609
746,YORK ST,F,2016-01-08,8440
747,75 ST-ELDERTS,JZ,2016-01-02,2057
748,75 ST-ELDERTS,JZ,2016-01-03,1732
749,75 ST-ELDERTS,JZ,2016-01-04,3943
750,75 ST-ELDERTS,JZ,2016-01-05,2880
751,75 ST-ELDERTS,JZ,2016-01-06,4099
752,75 ST-ELDERTS,JZ,2016-01-07,4163
753,75 ST-ELDERTS,JZ,2016-01-08,3964
754,46 ST BLISS ST,7,2016-01-02,8896
755,46 ST BLISS ST,7,2016-01-03,7124
756,46 ST BLISS ST,7,2016-01-04,13266
757,46 ST BLISS ST,7,2016-01-05,13417
758,46 ST BLISS ST,7,2016-01-06,14104
759,46 ST BLISS ST,7,2016-01-07,14211
760,46 ST BLISS ST,7,2016-01-08,14411
761,PRINCE ST,NR,2016-01-02,15200
762,PRINCE ST,NR,2016-01-03,11070
763,PRINCE ST,NR,2016-01-04,14766
764,PRINCE ST,NR,2016-01-05,13586
765,PRINCE ST,NR,2016-01-06,14601
766,PRINCE ST,NR,2016-01-07,14669
767,PRINCE ST,NR,2016-01-08,14559
768,138/GRAND CONC,45,2016-01-02,1531
769,138/GRAND CONC,45,2016-01-03,1082
770,138/GRAND CONC,45,2016-01-04,3257
771,138/GRAND CONC,45,2016-01-05,3499
772,138/GRAND CONC,45,2016-01-06,3401
773,138/GRAND CONC,45,2016-01-07,3518
774,138/GRAND CONC,45,2016-01-08,3582
775,104 ST,A,2016-01-02,0
776,104 ST,A,2016-01-03,0
777,104 ST,A,2016-01-04,2377
778,104 ST,A,2016-01-05,2426
779,104 ST,A,2016-01-06,2444
780,104 ST,A,2016-01-07,2519
781,104 ST,A,2016-01-08,2775
782,SARATOGA AV,3,2016-01-02,4611
783,SARATOGA AV,3,2016-01-03,3692
784,SARATOGA AV,3,2016-01-04,8892
785,SARATOGA AV,3,2016-01-05,8523
786,SARATOGA AV,3,2016-01-06,9195
787,SARATOGA AV,3,2016-01-07,9326
788,SARATOGA AV,3,2016-01-08,9294
789,SENECA AVE,M,2016-01-02,1271
790,SENECA AVE,M,2016-01-03,1124
791,SENECA AVE,M,2016-01-04,2658
792,SENECA AVE,M,2016-01-05,2707
793,SENECA AVE,M,2016-01-06,2785
794,SENECA AVE,M,2016-01-07,2803
795,SENECA AVE,M,2016-01-08,2758
796,40 ST LOWERY ST,7,2016-01-02,5898
797,40 ST LOWERY ST,7,2016-01-03,4550
798,40 ST LOWERY ST,7,2016-01-04,10321
799,40 ST LOWERY ST,7,2016-01-05,10711
800,40 ST LOWERY ST,7,2016-01-06,10930
801,40 ST LOWERY ST,7,2016-01-07,11408
802,40 ST LOWERY ST,7,2016-01-08,11193
803,LORIMER ST,LG,2016-01-02,4097
804,LORIMER ST,LG,2016-01-03,3514
805,LORIMER ST,LG,2016-01-04,5677
806,LORIMER ST,LG,2016-01-05,5874
807,LORIMER ST,LG,2016-01-06,6104
808,LORIMER ST,LG,2016-01-07,6325
809,LORIMER ST,LG,2016-01-08,5652
810,PARKSIDE AV,BQ,2016-01-02,3998
811,PARKSIDE AV,BQ,2016-01-03,3332
812,PARKSIDE AV,BQ,2016-01-04,5301
813,PARKSIDE AV,BQ,2016-01-05,5247
814,PARKSIDE AV,BQ,2016-01-06,5384
815,PARKSIDE AV,BQ,2016-01-07,5295
816,PARKSIDE AV,BQ,2016-01-08,5237
817,CLASSON AV,G,2016-01-02,2986
818,CLASSON AV,G,2016-01-03,2494
819,CLASSON AV,G,2016-01-04,4695
820,CLASSON AV,G,2016-01-05,4883
821,CLASSON AV,G,2016-01-06,5049
822,CLASSON AV,G,2016-01-07,5084
823,CLASSON AV,G,2016-01-08,5146
824,28 ST,1,2016-01-02,5942
825,28 ST,1,2016-01-03,4989
826,28 ST,1,2016-01-04,15510
827,28 ST,1,2016-01-05,14596
828,28 ST,1,2016-01-06,14355
829,28 ST,1,2016-01-07,14609
830,28 ST,1,2016-01-08,12571
831,8 AV,ACEL,2016-01-02,19747
832,8 AV,ACEL,2016-01-03,16459
833,8 AV,ACEL,2016-01-04,21310
834,8 AV,ACEL,2016-01-05,20829
835,8 AV,ACEL,2016-01-06,23079
836,8 AV,ACEL,2016-01-07,24204
837,8 AV,ACEL,2016-01-08,20190
838,KINGSTON-THROOP,C,2016-01-02,4042
839,KINGSTON-THROOP,C,2016-01-03,3343
840,KINGSTON-THROOP,C,2016-01-04,6237
841,KINGSTON-THROOP,C,2016-01-05,6170
842,KINGSTON-THROOP,C,2016-01-06,6406
843,KINGSTON-THROOP,C,2016-01-07,6382
844,KINGSTON-THROOP,C,2016-01-08,6369
845,GRAND ARMY PLAZ,23,2016-01-02,4248
846,GRAND ARMY PLAZ,23,2016-01-03,3082
847,GRAND ARMY PLAZ,23,2016-01-04,7685
848,GRAND ARMY PLAZ,23,2016-01-05,7686
849,GRAND ARMY PLAZ,23,2016-01-06,7985
850,GRAND ARMY PLAZ,23,2016-01-07,8171
851,GRAND ARMY PLAZ,23,2016-01-08,7331
852,EASTCHSTER/DYRE,5,2016-01-02,1718
853,EASTCHSTER/DYRE,5,2016-01-03,1269
854,EASTCHSTER/DYRE,5,2016-01-04,4856
855,EASTCHSTER/DYRE,5,2016-01-05,4747
856,EASTCHSTER/DYRE,5,2016-01-06,5054
857,EASTCHSTER/DYRE,5,2016-01-07,5159
858,EASTCHSTER/DYRE,5,2016-01-08,4823
859,51 ST,6,2016-01-02,6462
860,51 ST,6,2016-01-03,4641
861,51 ST,6,2016-01-04,22198
862,51 ST,6,2016-01-05,22885
863,51 ST,6,2016-01-06,23278
864,51 ST,6,2016-01-07,22880
865,51 ST,6,2016-01-08,21437
866,219 ST,25,2016-01-02,2094
867,219 ST,25,2016-01-03,1631
868,219 ST,25,2016-01-04,3468
869,219 ST,25,2016-01-05,3414
870,219 ST,25,2016-01-06,3661
871,219 ST,25,2016-01-07,3653
872,219 ST,25,2016-01-08,3597
873,59 ST,456NQR,2016-01-02,32709
874,59 ST,456NQR,2016-01-03,23199
875,59 ST,456NQR,2016-01-04,46204
876,59 ST,456NQR,2016-01-05,49358
877,59 ST,456NQR,2016-01-06,49310
878,59 ST,456NQR,2016-01-07,49833
879,59 ST,456NQR,2016-01-08,49926
880,121 ST,JZ,2016-01-02,1484
881,121 ST,JZ,2016-01-03,1292
882,121 ST,JZ,2016-01-04,2425
883,121 ST,JZ,2016-01-05,1978
884,121 ST,JZ,2016-01-06,2455
885,121 ST,JZ,2016-01-07,2497
886,121 ST,JZ,2016-01-08,2404
887,MORRIS PARK,5,2016-01-02,774
888,MORRIS PARK,5,2016-01-03,569
889,MORRIS PARK,5,2016-01-04,2457
890,MORRIS PARK,5,2016-01-05,2387
891,MORRIS PARK,5,2016-01-06,2576
892,MORRIS PARK,5,2016-01-07,2523
893,MORRIS PARK,5,2016-01-08,2443
894,BROAD ST,JZ,2016-01-02,2063
895,BROAD ST,JZ,2016-01-03,1382
896,BROAD ST,JZ,2016-01-04,7382
897,BROAD ST,JZ,2016-01-05,7370
898,BROAD ST,JZ,2016-01-06,7696
899,BROAD ST,JZ,2016-01-07,7702
900,BROAD ST,JZ,2016-01-08,6753
901,FRANKLIN ST,1,2016-01-02,2230
902,FRANKLIN ST,1,2016-01-03,2015
903,FRANKLIN ST,1,2016-01-04,5293
904,FRANKLIN ST,1,2016-01-05,5637
905,FRANKLIN ST,1,2016-01-06,5677
906,FRANKLIN ST,1,2016-01-07,5877
907,FRANKLIN ST,1,2016-01-08,5020
908,NEW LOTS,L,2016-01-02,2630
909,NEW LOTS,L,2016-01-03,2116
910,NEW LOTS,L,2016-01-04,5286
911,NEW LOTS,L,2016-01-05,5062
912,NEW LOTS,L,2016-01-06,5398
913,NEW LOTS,L,2016-01-07,5531
914,NEW LOTS,L,2016-01-08,5161
915,JAY ST-METROTEC,ACF,2016-01-02,14365
916,JAY ST-METROTEC,ACF,2016-01-03,11526
917,JAY ST-METROTEC,ACF,2016-01-04,35815
918,JAY ST-METROTEC,ACF,2016-01-05,35799
919,JAY ST-METROTEC,ACF,2016-01-06,37737
920,JAY ST-METROTEC,ACF,2016-01-07,38127
921,JAY ST-METROTEC,ACF,2016-01-08,36582
922,CENTRAL AV,M,2016-01-02,1738
923,CENTRAL AV,M,2016-01-03,1419
924,CENTRAL AV,M,2016-01-04,3579
925,CENTRAL AV,M,2016-01-05,3606
926,CENTRAL AV,M,2016-01-06,3705
927,CENTRAL AV,M,2016-01-07,3816
928,CENTRAL AV,M,2016-01-08,3679
929,AVENUE N,F,2016-01-02,1556
930,AVENUE N,F,2016-01-03,1442
931,AVENUE N,F,2016-01-04,3553
932,AVENUE N,F,2016-01-05,3472
933,AVENUE N,F,2016-01-06,3659
934,AVENUE N,F,2016-01-07,3649
935,AVENUE N,F,2016-01-08,3468
936,125 ST,ACBD,2016-01-02,18547
937,125 ST,ACBD,2016-01-03,15826
938,125 ST,ACBD,2016-01-04,26268
939,125 ST,ACBD,2016-01-05,26731
940,125 ST,ACBD,2016-01-06,28281
941,125 ST,ACBD,2016-01-07,28680
942,125 ST,ACBD,2016-01-08,29025
943,GUN HILL RD,5,2016-01-02,2336
944,GUN HILL RD,5,2016-01-03,1751
945,GUN HILL RD,5,2016-01-04,5805
946,GUN HILL RD,5,2016-01-05,5730
947,GUN HILL RD,5,2016-01-06,6095
948,GUN HILL RD,5,2016-01-07,6236
949,GUN HILL RD,5,2016-01-08,6140
950,ALLERTON AV,25,2016-01-02,3366
951,ALLERTON AV,25,2016-01-03,2596
952,ALLERTON AV,25,2016-01-04,5694
953,ALLERTON AV,25,2016-01-05,5502
954,ALLERTON AV,25,2016-01-06,5806
955,ALLERTON AV,25,2016-01-07,5758
956,ALLERTON AV,25,2016-01-08,5578
957,MYRTLE AV,JMZ,2016-01-02,7146
958,MYRTLE AV,JMZ,2016-01-03,5964
959,MYRTLE AV,JMZ,2016-01-04,10867
960,MYRTLE AV,JMZ,2016-01-05,10947
961,MYRTLE AV,JMZ,2016-01-06,11786
962,MYRTLE AV,JMZ,2016-01-07,11579
963,MYRTLE AV,JMZ,2016-01-08,11074
964,145 ST,3,2016-01-02,2071
965,145 ST,3,2016-01-03,1629
966,145 ST,3,2016-01-04,3723
967,145 ST,3,2016-01-05,3733
968,145 ST,3,2016-01-06,3776
969,145 ST,3,2016-01-07,3894
970,145 ST,3,2016-01-08,4058
971,BURKE AV,25,2016-01-02,1973
972,BURKE AV,25,2016-01-03,1649
973,BURKE AV,25,2016-01-04,3567
974,BURKE AV,25,2016-01-05,3491
975,BURKE AV,25,2016-01-06,3744
976,BURKE AV,25,2016-01-07,3650
977,BURKE AV,25,2016-01-08,3518
978,20 AV,N,2016-01-02,964
979,20 AV,N,2016-01-03,781
980,20 AV,N,2016-01-04,4139
981,20 AV,N,2016-01-05,4127
982,20 AV,N,2016-01-06,4446
983,20 AV,N,2016-01-07,4349
984,20 AV,N,2016-01-08,4176
985,ROCKAWAY PARK B,AS,2016-01-02,325
986,ROCKAWAY PARK B,AS,2016-01-03,226
987,ROCKAWAY PARK B,AS,2016-01-04,641
988,ROCKAWAY PARK B,AS,2016-01-05,608
989,ROCKAWAY PARK B,AS,2016-01-06,656
990,ROCKAWAY PARK B,AS,2016-01-07,672
991,ROCKAWAY PARK B,AS,2016-01-08,630
992,BRIGHTON BEACH,BQ,2016-01-02,5606
993,BRIGHTON BEACH,BQ,2016-01-03,4994
994,BRIGHTON BEACH,BQ,2016-01-04,12439
995,BRIGHTON BEACH,BQ,2016-01-05,12413
996,BRIGHTON BEACH,BQ,2016-01-06,13053
997,BRIGHTON BEACH,BQ,2016-01-07,12845
998,BRIGHTON BEACH,BQ,2016-01-08,11144
999,ST LAWRENCE AV,6,2016-01-02,2450
1000,ST LAWRENCE AV,6,2016-01-03,2038
1001,ST LAWRENCE AV,6,2016-01-04,4097
1002,ST LAWRENCE AV,6,2016-01-05,4006
1003,ST LAWRENCE AV,6,2016-01-06,4302
1004,ST LAWRENCE AV,6,2016-01-07,4290
1005,ST LAWRENCE AV,6,2016-01-08,4295
1006,ZEREGA AV,6,2016-01-02,1070
1007,ZEREGA AV,6,2016-01-03,889
1008,ZEREGA AV,6,2016-01-04,2586
1009,ZEREGA AV,6,2016-01-05,2536
1010,ZEREGA AV,6,2016-01-06,2693
1011,ZEREGA AV,6,2016-01-07,2653
1012,ZEREGA AV,6,2016-01-08,2507
1013,WHITEHALL S-FRY,R1,2016-01-02,9306
1014,WHITEHALL S-FRY,R1,2016-01-03,6233
1015,WHITEHALL S-FRY,R1,2016-01-04,15570
1016,WHITEHALL S-FRY,R1,2016-01-05,14768
1017,WHITEHALL S-FRY,R1,2016-01-06,15205
1018,WHITEHALL S-FRY,R1,2016-01-07,15419
1019,WHITEHALL S-FRY,R1,2016-01-08,13847
1020,THIRTY ST,1,2016-01-02,3445
1021,THIRTY ST,1,2016-01-03,2414
1022,THIRTY ST,1,2016-01-04,8856
1023,THIRTY ST,1,2016-01-05,9186
1024,THIRTY ST,1,2016-01-06,9969
1025,THIRTY ST,1,2016-01-07,9946
1026,THIRTY ST,1,2016-01-08,9184
1027,LEXINGTON AV/63,F,2016-01-02,5901
1028,LEXINGTON AV/63,F,2016-01-03,5157
1029,LEXINGTON AV/63,F,2016-01-04,11416
1030,LEXINGTON AV/63,F,2016-01-05,12640
1031,LEXINGTON AV/63,F,2016-01-06,12174
1032,LEXINGTON AV/63,F,2016-01-07,13004
1033,LEXINGTON AV/63,F,2016-01-08,16045
1034,23 ST,6,2016-01-02,8021
1035,23 ST,6,2016-01-03,6083
1036,23 ST,6,2016-01-04,23513
1037,23 ST,6,2016-01-05,24764
1038,23 ST,6,2016-01-06,25398
1039,23 ST,6,2016-01-07,25054
1040,23 ST,6,2016-01-08,22898
1041,125 ST,23,2016-01-02,8575
1042,125 ST,23,2016-01-03,7902
1043,125 ST,23,2016-01-04,13068
1044,125 ST,23,2016-01-05,12840
1045,125 ST,23,2016-01-06,13510
1046,125 ST,23,2016-01-07,13477
1047,125 ST,23,2016-01-08,14818
1048,BAY PKWY,F,2016-01-02,891
1049,BAY PKWY,F,2016-01-03,863
1050,BAY PKWY,F,2016-01-04,1457
1051,BAY PKWY,F,2016-01-05,1454
1052,BAY PKWY,F,2016-01-06,1574
1053,BAY PKWY,F,2016-01-07,1558
1054,BAY PKWY,F,2016-01-08,1485
1055,CHURCH AV,25,2016-01-02,5263
1056,CHURCH AV,25,2016-01-03,3994
1057,CHURCH AV,25,2016-01-04,9685
1058,CHURCH AV,25,2016-01-05,9312
1059,CHURCH AV,25,2016-01-06,9838
1060,CHURCH AV,25,2016-01-07,9685
1061,CHURCH AV,25,2016-01-08,9514
1062,FRANKLIN AV,2345S,2016-01-02,5926
1063,FRANKLIN AV,2345S,2016-01-03,4332
1064,FRANKLIN AV,2345S,2016-01-04,9662
1065,FRANKLIN AV,2345S,2016-01-05,9674
1066,FRANKLIN AV,2345S,2016-01-06,10251
1067,FRANKLIN AV,2345S,2016-01-07,10141
1068,FRANKLIN AV,2345S,2016-01-08,14180
1069,GROVE STREET,1,2016-01-02,8973
1070,GROVE STREET,1,2016-01-03,5929
1071,GROVE STREET,1,2016-01-04,17199
1072,GROVE STREET,1,2016-01-05,17535
1073,GROVE STREET,1,2016-01-06,18390
1074,GROVE STREET,1,2016-01-07,17818
1075,GROVE STREET,1,2016-01-08,18271
1076,CLARK ST,23,2016-01-02,3796
1077,CLARK ST,23,2016-01-03,3271
1078,CLARK ST,23,2016-01-04,5352
1079,CLARK ST,23,2016-01-05,5299
1080,CLARK ST,23,2016-01-06,5617
1081,CLARK ST,23,2016-01-07,5629
1082,CLARK ST,23,2016-01-08,5404
1083,CENTRAL PK N110,23,2016-01-02,6906
1084,CENTRAL PK N110,23,2016-01-03,5653
1085,CENTRAL PK N110,23,2016-01-04,9286
1086,CENTRAL PK N110,23,2016-01-05,9189
1087,CENTRAL PK N110,23,2016-01-06,10155
1088,CENTRAL PK N110,23,2016-01-07,10262
1089,CENTRAL PK N110,23,2016-01-08,10353
1090,E 180 ST,25,2016-01-02,3789
1091,E 180 ST,25,2016-01-03,3146
1092,E 180 ST,25,2016-01-04,7280
1093,E 180 ST,25,2016-01-05,7141
1094,E 180 ST,25,2016-01-06,7681
1095,E 180 ST,25,2016-01-07,7728
1096,E 180 ST,25,2016-01-08,7328
1097,FT HAMILTON PKY,FG,2016-01-02,2874
1098,FT HAMILTON PKY,FG,2016-01-03,2593
1099,FT HAMILTON PKY,FG,2016-01-04,5989
1100,FT HAMILTON PKY,FG,2016-01-05,6115
1101,FT HAMILTON PKY,FG,2016-01-06,6373
1102,FT HAMILTON PKY,FG,2016-01-07,6426
1103,FT HAMILTON PKY,FG,2016-01-08,6096
1104,DEKALB AV,BDNQR,2016-01-02,7432
1105,DEKALB AV,BDNQR,2016-01-03,5887
1106,DEKALB AV,BDNQR,2016-01-04,16837
1107,DEKALB AV,BDNQR,2016-01-05,16669
1108,DEKALB AV,BDNQR,2016-01-06,17631
1109,DEKALB AV,BDNQR,2016-01-07,17643
1110,DEKALB AV,BDNQR,2016-01-08,17245
1111,50 ST,1,2016-01-02,17587
1112,50 ST,1,2016-01-03,12808
1113,50 ST,1,2016-01-04,24358
1114,50 ST,1,2016-01-05,26883
1115,50 ST,1,2016-01-06,27280
1116,50 ST,1,2016-01-07,26491
1117,50 ST,1,2016-01-08,24681
1118,SUTTER AV-RUTLD,3,2016-01-02,4339
1119,SUTTER AV-RUTLD,3,2016-01-03,3498
1120,SUTTER AV-RUTLD,3,2016-01-04,7919
1121,SUTTER AV-RUTLD,3,2016-01-05,7560
1122,SUTTER AV-RUTLD,3,2016-01-06,8271
1123,SUTTER AV-RUTLD,3,2016-01-07,8134
1124,SUTTER AV-RUTLD,3,2016-01-08,8267
1125,RECTOR ST,R,2016-01-02,2707
1126,RECTOR ST,R,2016-01-03,1928
1127,RECTOR ST,R,2016-01-04,5817
1128,RECTOR ST,R,2016-01-05,5471
1129,RECTOR ST,R,2016-01-06,6008
1130,RECTOR ST,R,2016-01-07,5925
1131,RECTOR ST,R,2016-01-08,5670
1132,MARBLE HILL-225,1,2016-01-02,3830
1133,MARBLE HILL-225,1,2016-01-03,3305
1134,MARBLE HILL-225,1,2016-01-04,5632
1135,MARBLE HILL-225,1,2016-01-05,5538
1136,MARBLE HILL-225,1,2016-01-06,5869
1137,MARBLE HILL-225,1,2016-01-07,5893
1138,MARBLE HILL-225,1,2016-01-08,5787
1139,103 ST,6,2016-01-02,6445
1140,103 ST,6,2016-01-03,4936
1141,103 ST,6,2016-01-04,14744
1142,103 ST,6,2016-01-05,15234
1143,103 ST,6,2016-01-06,16228
1144,103 ST,6,2016-01-07,15823
1145,103 ST,6,2016-01-08,14570
1146,50 ST,CE,2016-01-02,16086
1147,50 ST,CE,2016-01-03,11642
1148,50 ST,CE,2016-01-04,19409
1149,50 ST,CE,2016-01-05,20592
1150,50 ST,CE,2016-01-06,20770
1151,50 ST,CE,2016-01-07,21020
1152,50 ST,CE,2016-01-08,20120
1153,EASTN PKWY-MUSM,23,2016-01-02,6139
1154,EASTN PKWY-MUSM,23,2016-01-03,2762
1155,EASTN PKWY-MUSM,23,2016-01-04,4385
1156,EASTN PKWY-MUSM,23,2016-01-05,4450
1157,EASTN PKWY-MUSM,23,2016-01-06,4717
1158,EASTN PKWY-MUSM,23,2016-01-07,4827
1159,EASTN PKWY-MUSM,23,2016-01-08,4592
1160,MYRTLE-WYCKOFF,LM,2016-01-02,13367
1161,MYRTLE-WYCKOFF,LM,2016-01-03,10881
1162,MYRTLE-WYCKOFF,LM,2016-01-04,18619
1163,MYRTLE-WYCKOFF,LM,2016-01-05,18540
1164,MYRTLE-WYCKOFF,LM,2016-01-06,19512
1165,MYRTLE-WYCKOFF,LM,2016-01-07,19791
1166,MYRTLE-WYCKOFF,LM,2016-01-08,20137
1167,167 ST,BD,2016-01-02,6893
1168,167 ST,BD,2016-01-03,5518
1169,167 ST,BD,2016-01-04,10044
1170,167 ST,BD,2016-01-05,9885
1171,167 ST,BD,2016-01-06,10369
1172,167 ST,BD,2016-01-07,10552
1173,167 ST,BD,2016-01-08,10385
1174,157 ST,1,2016-01-02,7662
1175,157 ST,1,2016-01-03,6442
1176,157 ST,1,2016-01-04,10498
1177,157 ST,1,2016-01-05,10174
1178,157 ST,1,2016-01-06,10973
1179,157 ST,1,2016-01-07,10883
1180,157 ST,1,2016-01-08,10218
1181,CANAL ST,1,2016-01-02,2321
